dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,stcpb,dtcpb,dwin,tcprtt,synack,ackdat,smean,dmean,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports,proto,service,state,is_anomaly
0.018706,16,18,1540,1644,1764.139897,31,29,617555.875,664171.9375,4,4,1.2264,1.073118,74.240158,2.249502,255,3949543413,3953591758,255,0.000586,0.00046,0.000126,96,91,0,0,11,0,12,6,1,7,0,0,0,8,10,0,tcp,-,FIN,0
0.183179,4,4,568,312,38.213986,31,29,18604.75195,10219.51172,0,0,51.001332,55.955,72.114758,79.123836,0,0,0,0,0.0,0.0,0.0,142,78,0,0,5,0,4,1,1,5,0,0,0,3,9,0,udp,-,CON,0
0.001079,2,2,146,178,2780.352305,31,29,541241.9375,659870.25,0,0,0.003,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,2,0,0,0,4,1,0,udp,dns,CON,0
0.022404,52,40,37268,3276,4061.774654,31,29,13051955.0,1140867.75,18,8,0.441,0.560333,24.346759,1.087371,255,2456061579,2457049982,255,0.000666,0.000547,0.000119,717,82,0,0,1,0,1,1,1,1,0,0,0,4,1,0,tcp,smtp,FIN,0
0.001061,2,2,146,178,2827.521083,31,29,550424.125,671065.0,0,0,0.01,0.009,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,1,1,1,1,0,0,0,1,3,0,udp,dns,CON,0
0.631399,10,10,608,646,30.091908,254,252,6943.312012,7374.101074,2,3,70.143889,64.216332,3586.117177,76.80625,255,1696003615,3532095830,255,0.109836,0.053446,0.05639,61,65,0,0,6,1,2,1,1,4,0,0,0,3,3,0,tcp,-,FIN,0
0.001002,2,2,146,178,2994.012136,31,29,582834.375,710578.875,0,0,0.007,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,6,1,0,udp,dns,CON,0
0.526238,10,6,620,268,28.504212,254,252,8482.853516,3405.303223,2,1,58.470889,80.044602,2886.190006,143.099891,255,1769429647,2629251069,255,0.139502,0.091007,0.048495,62,45,0,0,5,1,2,2,1,5,0,0,0,2,5,0,tcp,-,FIN,0
1e-06,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,10,2,10,9,1,10,0,0,0,9,11,0,udp,-,INT,0
0.785586,10,8,514,354,21.639897,254,252,4714.95166,3156.87915,2,1,98.198248,99.40243,5794.956189,151.512625,255,3432379214,3257381428,255,0.155536,0.089122,0.066414,51,44,0,0,3,1,1,1,1,3,0,0,0,1,3,0,tcp,-,FIN,0
0.00557,18,18,3736,2456,6283.662435,31,29,5068581.5,3332136.5,7,7,0.309176,0.300471,16.971797,0.467615,255,1262722690,1265577573,255,0.000583,0.000461,0.000122,208,136,0,0,3,0,4,1,1,3,0,0,0,4,5,0,tcp,-,FIN,0
0.294231,6,2,986,86,23.790831,62,252,22349.78711,1169.149414,2,1,58.8462,0.001,3651.527698,0.0,255,1561383473,4889801,255,0.255284,0.161858,0.093426,164,43,0,0,7,3,3,2,1,7,0,0,0,2,8,0,tcp,-,CON,0
1.004926,12,18,1580,10168,28.857847,31,29,11535.17773,76455.38281,3,5,91.319908,59.080705,9530.500428,7674.88052,255,3379962729,1231383207,255,0.000674,0.000549,0.000125,132,565,1,3924,2,0,2,1,1,1,0,0,1,3,1,0,tcp,http,FIN,0
0.661887,10,6,534,268,22.662479,254,252,5813.681152,2707.410889,2,1,69.770778,115.616203,3769.178822,171.900219,255,4259408608,137567228,255,0.154806,0.083798,0.071008,53,45,0,0,4,1,2,2,1,4,0,0,0,2,4,0,tcp,-,FIN,0
0.002323,4,4,520,304,3013.344821,31,29,1343090.875,785191.5625,0,0,0.418333,0.432333,0.586663,0.605756,0,0,0,0,0.0,0.0,0.0,130,76,0,0,5,0,6,1,1,3,0,0,0,5,6,0,udp,-,CON,0
0.001019,2,2,146,178,2944.062924,31,29,573110.9375,698724.25,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,3,0,4,3,1,2,0,0,0,4,4,0,udp,dns,CON,0
0.370914,6,2,1012,86,18.872299,62,252,18203.67969,927.43866,2,1,74.1828,0.007,4440.467877,0.0,255,1328812135,3646764023,255,0.307579,0.191367,0.116212,169,43,0,0,10,3,3,3,1,5,0,0,0,6,5,0,tcp,-,CON,0
0.013475,16,18,1540,1644,2448.979605,31,29,857291.3125,922003.6875,4,4,0.8754,0.765294,60.46931,1.40403,255,573137137,2729388523,255,0.000584,0.000462,0.000122,96,91,0,0,18,0,7,12,1,6,0,0,0,18,9,0,tcp,-,FIN,0
1.084818,14,18,1684,10168,28.576222,31,29,11533.73145,70824.78125,3,5,83.421772,63.78,8785.683878,7696.037282,255,1228022108,1229094310,255,0.000674,0.000555,0.000119,120,565,1,3924,2,0,3,1,1,2,0,0,1,4,4,0,tcp,http,FIN,0
0.001045,2,2,146,178,2870.813285,31,29,558851.625,681339.6875,0,0,0.009,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,2,3,1,1,0,0,0,3,3,0,udp,dns,CON,0
0.02426,48,50,2958,32642,3998.351295,31,29,955317.4375,10549052.0,7,18,0.531044,0.485694,29.281144,28.369085,255,2210565751,2238440895,255,0.000866,0.000458,0.000408,62,653,0,0,7,0,1,1,1,2,0,0,0,2,6,0,tcp,-,FIN,0
2e-06,2,0,90,0,500000.0013,254,0,180000000.0,0.0,1,0,0.002,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,17,6,13,1,1,17,0,0,0,13,17,0,tcp,-,REQ,0
0.05601,86,84,4966,79778,3017.318314,31,29,701160.5,11259275.0,7,36,0.654918,0.66812,0.0,42.177881,255,3155576953,3163699574,255,0.000702,0.000552,0.00015,58,950,0,0,7,0,1,1,1,1,0,0,0,3,4,0,tcp,-,FIN,0
0.005629,22,24,2054,2478,7994.315454,31,29,2786996.0,3375377.75,6,6,0.252048,0.219565,15.317417,13.239445,255,3681194862,3681509648,255,0.000713,0.000569,0.000144,93,103,0,0,8,0,2,1,1,1,0,0,0,1,2,0,tcp,-,FIN,0
5.284731,234,438,13454,548216,126.969568,31,29,20280.31445,827992.9375,21,197,22.679816,12.091997,7822.644566,5715.889879,255,2585275889,464786098,255,0.000645,0.000519,0.000126,57,1252,0,0,16,0,2,1,1,6,0,0,0,4,8,0,tcp,-,FIN,0
0.124185,4,4,568,312,56.367515,31,29,27442.92773,15074.28418,0,0,36.339668,36.299,51.384977,51.326055,0,0,0,0,0.0,0.0,0.0,142,78,0,0,8,0,5,1,1,5,0,0,0,5,5,0,udp,-,CON,0
1.91543,112,20,135649,870,68.391956,254,252,561494.8125,3454.054688,53,1,17.255306,97.401055,1776.29552,110.989461,255,652607553,265916771,255,0.264769,0.162202,0.102567,1211,44,0,0,5,1,1,1,1,4,0,0,0,1,4,0,tcp,-,FIN,0
1.389983,10,10,804,1328,13.669231,62,252,4166.957031,6883.537109,2,2,154.442556,139.410438,10015.66032,207.097984,255,1197969737,579993027,255,0.197395,0.132793,0.064602,80,133,1,219,3,1,14,1,1,3,0,0,1,1,3,0,tcp,http,FIN,0
1.515733,16,18,1540,1644,21.771644,31,29,7621.39502,8196.694336,4,4,101.028065,81.91782,6294.537959,165.976234,255,3626498374,1638246764,255,0.216905,0.123127,0.093778,96,91,0,0,8,0,9,6,1,3,0,0,0,7,9,0,tcp,-,FIN,0
0.010899,38,40,2438,19266,7064.868421,31,29,1742545.25,13788421.0,7,13,0.293861,0.265333,0.0,16.263805,255,4111998290,1990887774,255,0.000694,0.000547,0.000147,64,482,0,0,4,0,4,1,1,1,0,0,0,2,5,0,tcp,-,FIN,0
0.001031,2,2,146,178,2909.796171,31,29,566440.3125,690591.625,0,0,0.008,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,3,1,1,1,0,0,0,1,2,0,udp,dns,CON,0
0.516263,10,8,842,1096,32.928952,62,252,11745.95117,14860.64258,2,2,57.362556,62.545145,3165.645044,90.261664,255,2209000860,433070827,255,0.084119,0.039446,0.044673,84,137,1,127,4,1,1,1,1,4,0,0,1,1,4,0,tcp,http,FIN,0
1.785397,24,14,17476,768,20.723682,254,252,75044.375,3199.28833,9,4,75.472652,126.581922,5592.142546,177.999375,255,2371410508,3731127757,255,0.23097,0.139826,0.091144,728,55,0,0,2,1,1,1,1,2,0,0,0,1,2,0,tcp,ftp,FIN,0
0.000976,2,2,130,162,3073.770551,31,29,532786.875,663934.4375,0,0,0.008,0.003,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,2,1,1,2,0,0,0,4,2,0,udp,dns,CON,0
1.571028,16,12,938,642,17.186199,254,252,4481.14209,2999.310059,5,3,103.393067,137.201,5512.817846,220.404047,255,1766677664,2630952148,255,0.124548,0.061814,0.062734,59,54,0,0,1,1,1,1,1,1,0,0,0,2,1,0,tcp,-,FIN,0
0.018028,16,18,1540,1644,1830.485873,31,29,640781.0,689150.1875,4,4,1.1812,1.032882,71.77205,2.029988,255,970079306,975104379,255,0.000585,0.000464,0.000121,96,91,0,0,9,0,8,6,1,7,0,0,0,8,8,0,tcp,-,FIN,0
0.005378,4,4,568,304,1301.599114,31,29,633692.8125,339159.5313,0,0,1.446667,1.284667,2.039532,1.806187,0,0,0,0,0.0,0.0,0.0,142,76,0,0,9,0,7,1,1,6,0,0,0,9,7,0,udp,-,CON,0
50.004391,6,0,384,0,0.099991,1,0,51.195503,0.0,0,0,10000.872,0.0,1.826521,0.0,0,0,0,0,0.0,0.0,0.0,64,0,0,0,2,0,4,2,4,2,0,0,0,2,4,0,ospf,-,REQ,0
1.007691,14,18,1684,10168,30.763398,31,29,12416.50391,76245.59375,3,5,77.487538,59.242588,8764.235184,7675.065785,255,3725606836,1581308316,255,0.00072,0.00056,0.00016,120,565,1,3924,1,0,5,1,1,1,0,0,1,1,2,0,tcp,http,FIN,0
0.432574,6,2,998,86,16.182202,62,252,15386.96289,795.239624,2,1,86.5148,0.007,5626.023644,0.0,255,3914950537,4277775668,255,0.396196,0.213187,0.183009,166,43,0,0,2,3,2,2,1,2,0,0,0,2,2,0,tcp,-,CON,0
0.005872,32,24,3728,5474,9366.485,31,29,4920981.0,7147139.0,7,7,0.189419,0.226652,11.955989,0.330471,255,3301406224,1156304831,255,0.000676,0.000537,0.000139,117,228,0,0,2,0,3,2,1,3,0,0,0,2,1,0,tcp,ssh,FIN,0
3e-06,2,0,78,0,333333.3215,254,0,104000000.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,9,2,1,1,1,6,0,0,0,1,6,0,udp,-,INT,0
0.005294,18,18,4232,2456,6611.258279,31,29,6040045.5,3505855.75,7,7,0.292118,0.259,14.6152,0.336601,255,29929824,2178453675,255,0.001073,0.000887,0.000186,235,136,0,0,7,0,6,1,1,3,0,0,0,4,10,0,tcp,-,FIN,0
0.187143,4,4,520,304,37.404552,31,29,16671.74414,9746.557617,0,0,57.343668,28.345,81.082758,40.075277,0,0,0,0,0.0,0.0,0.0,130,76,0,0,17,0,5,1,1,3,0,0,0,5,9,0,udp,-,CON,0
4.377072,232,438,13350,548216,152.841905,31,29,24295.69531,999691.125,21,197,19.026238,10.013741,5650.457603,4102.461463,255,1464434330,3641325975,255,0.001227,0.001058,0.000169,58,1252,0,0,11,0,1,1,1,3,0,0,0,3,4,0,tcp,-,FIN,0
0.770264,10,8,864,1150,22.070354,62,252,8080.346191,10458.75098,2,2,85.584889,103.484289,5069.190971,139.902766,255,1524274811,3108855326,255,0.111356,0.045089,0.066267,86,144,1,151,2,1,1,1,1,2,0,0,1,1,2,0,tcp,http,FIN,0
0.707925,16,10,980,556,35.314474,254,252,10385.28027,5661.616699,5,3,44.870933,71.780219,2329.384095,92.432031,255,820923313,1022953645,255,0.145949,0.061895,0.084054,61,56,0,0,7,1,2,2,1,7,0,0,0,2,6,0,tcp,-,FIN,0
2.399396,112,22,135649,956,55.430618,254,252,448239.4688,3044.099609,53,1,21.062451,111.237477,2540.388913,176.127438,255,2265750537,2021537061,255,0.116177,0.063401,0.052776,1211,43,0,0,4,1,1,1,1,2,0,0,0,2,2,0,tcp,-,FIN,0
1.046815,14,12,774,642,23.881965,254,252,5494.762695,4501.272949,4,3,77.945462,87.83082,4564.1924,142.1535,255,3028082642,2638673356,255,0.20016,0.080668,0.119492,55,54,0,0,8,1,1,2,1,2,0,0,0,4,2,0,tcp,-,FIN,0
2.728918,14,12,810,682,9.16114,254,252,2207.468262,1835.159546,4,4,207.296687,245.365,14481.79412,424.945063,255,3460110801,4247009087,255,0.113168,0.029902,0.083266,58,57,0,0,1,1,1,1,1,1,1,1,0,1,1,0,tcp,ftp,FIN,0
0.243516,8,12,424,8824,78.023621,31,29,12188.11133,265740.25,1,4,34.725713,22.093908,2228.973453,1772.455718,255,2477606619,870970731,255,0.000612,0.00048,0.000132,53,735,0,0,3,0,5,1,1,3,0,0,0,3,5,0,tcp,ftp-data,FIN,0
2.174011,192,32,244764,1386,102.575378,254,252,896002.8125,4942.01709,93,1,11.230141,70.855836,1246.028195,79.327367,255,1136719181,2693486222,255,0.087625,0.048328,0.039297,1275,43,0,0,3,1,1,1,1,1,0,0,0,3,4,0,tcp,-,FIN,0
0.787957,14,12,2042,678,31.727619,254,252,19259.93359,6315.06543,4,4,60.559925,64.926273,3183.026574,85.811336,255,2760808608,445193626,255,0.107368,0.073759,0.033609,146,57,0,0,7,1,1,1,1,7,0,0,0,1,7,0,tcp,-,FIN,0
0.911317,10,6,2530,268,16.459695,254,252,19988.6543,1966.384888,2,1,97.585889,162.824797,5692.713295,269.406563,255,3413661771,3061239050,255,0.18979,0.097187,0.092603,253,45,0,0,3,1,1,1,1,3,0,0,0,1,3,0,tcp,-,FIN,0
9e-06,2,0,78,0,111111.1072,254,0,34666664.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,39,0,0,0,9,2,1,1,1,9,0,0,0,1,9,0,udp,-,INT,0
0.045315,66,64,3910,51910,2846.739417,31,29,679863.1875,9021119.0,7,26,0.690615,0.711524,40.118876,40.735688,255,3044934056,932619262,255,0.000585,0.000486,9.9e-05,59,811,0,0,3,0,4,1,1,1,0,0,0,2,6,0,tcp,-,FIN,0
0.070447,48,50,2958,33044,1376.921699,31,29,328984.9063,3677545.0,7,18,1.524565,1.427429,92.141639,88.540392,255,3493451876,3551430886,255,0.000623,0.000501,0.000122,62,661,0,0,9,0,5,1,1,2,0,0,0,7,14,0,tcp,-,FIN,0
2.145199,116,28,135934,1366,66.66048,254,252,502565.9375,4915.161621,55,4,18.653904,74.226484,1810.519005,93.922914,255,1006347630,1689538459,255,0.156523,0.05214,0.104383,1172,49,0,0,3,1,2,1,1,2,0,0,0,3,1,0,tcp,-,FIN,0
0.082898,60,62,3614,50036,1459.62511,31,29,342975.7188,4750802.5,7,24,1.448842,1.37275,83.326071,81.352707,255,3767588294,3767861847,255,0.000626,0.000524,0.000102,60,807,0,0,5,0,3,1,1,1,0,0,0,2,5,0,tcp,-,FIN,0
0.908372,10,8,822,1224,18.7148,62,252,6517.153809,9432.258789,2,2,100.827,116.759711,5272.793059,216.794219,255,4265786326,2199602416,255,0.196834,0.091049,0.105785,82,153,1,210,3,1,1,1,1,3,0,0,1,3,4,0,tcp,http,FIN,0
0.64339,12,8,5002,354,29.531078,254,252,57022.95703,3854.582764,3,1,58.407092,73.59443,3917.421991,121.448961,255,1874859251,857491609,255,0.197914,0.128221,0.069693,417,44,0,0,6,1,1,1,1,3,0,0,0,2,3,0,tcp,-,FIN,0
0.00447,4,4,568,304,1565.99551,31,29,762416.125,408053.6875,0,0,1.167333,0.979,1.643082,1.379565,0,0,0,0,0.0,0.0,0.0,142,76,0,0,8,0,3,1,1,3,0,0,0,4,5,0,udp,-,CON,0
1e-06,2,0,104,0,1000000.003,254,0,416000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,52,0,0,0,7,2,1,1,1,4,0,0,0,2,4,0,udp,-,INT,0
8e-06,2,0,1064,0,125000.0003,254,0,532000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,34,2,8,8,1,34,0,0,0,8,34,0,udp,-,INT,0
0.005721,22,24,1920,4312,7865.757703,31,29,2563188.25,5779409.0,6,6,0.256429,0.221522,15.830349,12.851353,255,4289848325,4290138971,255,0.000758,0.000617,0.000141,87,180,0,0,8,0,3,1,1,1,0,0,0,2,7,0,tcp,-,FIN,0
9e-06,2,0,90,0,111111.1072,254,0,40000000.0,0.0,1,0,0.009,0.0,0.0,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,7,6,3,1,1,7,0,0,0,3,7,0,tcp,-,REQ,0
1.127452,10,8,498,354,15.078247,254,252,3185.944824,2199.650146,2,1,119.732333,146.835719,7952.597946,201.088531,255,149917610,2553994203,255,0.189617,0.099599,0.090018,50,44,0,0,6,1,1,1,1,5,0,0,0,1,5,0,tcp,-,FIN,0
0.001307,2,2,146,178,2295.332723,31,29,446824.7813,544758.9375,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,5,0,3,2,1,4,0,0,0,3,3,0,udp,dns,CON,0
1.048341,14,14,1102,764,25.754978,254,252,7814.250977,5418.083984,4,4,80.641613,73.920766,4570.505236,106.936773,255,373264186,1359093050,255,0.150303,0.086877,0.063426,79,55,0,0,7,1,1,1,1,5,0,0,0,1,5,0,tcp,-,FIN,0
0.019319,16,18,1540,1644,1708.162973,31,29,597960.5625,643097.5,4,4,1.266333,1.107588,78.215088,2.106573,255,1530160279,1536659282,255,0.000616,0.000487,0.000129,96,91,0,0,19,0,8,6,1,6,0,0,0,8,10,0,tcp,-,FIN,0
3.273767,446,858,25056,1094788,398.012443,31,29,61091.70313,2672182.75,38,390,7.3893,3.819459,3595.719695,2584.80914,255,2647855628,505820899,255,0.000599,0.000485,0.000114,56,1276,0,0,8,0,4,2,1,5,0,0,0,5,6,0,tcp,-,FIN,0
3e-06,2,0,1064,0,333333.3215,254,0,1418666624.0,0.0,0,0,0.003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,532,0,0,0,2,2,2,2,1,2,0,0,0,2,2,0,udp,-,INT,0
1.168351,42,46,3210,27552,74.46392,31,29,21459.30273,184560.9688,9,14,28.486952,25.937956,2666.761908,2548.339225,255,887335017,3033017342,255,0.001345,0.001133,0.000212,76,599,0,0,3,0,2,1,1,1,0,0,0,1,13,0,tcp,-,FIN,0
0.00099,2,2,130,162,3030.303118,31,29,525252.5625,654545.5,0,0,0.01,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,2,0,6,2,1,5,0,0,0,9,5,0,udp,dns,CON,0
0.381777,28,30,4536,3080,149.301822,31,29,91655.60156,62402.92188,7,7,14.128037,13.146725,754.726656,18.814383,255,3084522602,1152558919,255,0.000659,0.000519,0.00014,162,103,0,0,9,0,5,1,1,5,0,0,0,5,8,0,tcp,-,FIN,0
0.001035,2,2,130,162,2898.550823,31,29,502415.4688,626087.0,0,0,0.008,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,65,81,0,0,3,0,3,1,1,3,0,0,0,4,3,0,udp,dns,CON,0
0.001783,4,4,520,304,3925.967567,31,29,1749859.875,1022995.0,0,0,0.472667,0.194667,0.662088,0.268938,0,0,0,0,0.0,0.0,0.0,130,76,0,0,8,0,4,1,1,3,0,0,0,7,9,0,udp,-,CON,0
0.000981,2,2,132,164,3058.103916,31,29,538226.3125,668705.375,0,0,0.002,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,66,82,0,0,2,0,3,1,1,1,0,0,0,2,3,0,udp,dns,CON,0
1.004719,12,18,1580,10168,28.863791,31,29,11537.55371,76471.13281,3,5,91.304909,59.071411,9525.008009,7674.658369,255,753704532,754833241,255,0.000635,0.000501,0.000134,132,565,2,0,1,0,2,1,1,7,0,0,1,2,1,0,tcp,http,FIN,0
1.156729,14,18,1684,10168,26.799709,31,29,10816.70801,66421.78125,3,5,88.952769,68.011235,8836.662414,7737.605318,255,3251055179,1106714010,255,0.000667,0.000535,0.000132,120,565,1,3924,3,0,3,2,1,1,0,0,1,2,3,0,tcp,http,FIN,0
0.0058,22,24,2054,2478,7758.620788,31,29,2704827.5,3275862.0,6,6,0.259667,0.229174,16.174709,14.288116,255,4178439892,4178714903,255,0.000631,0.000521,0.00011,93,103,0,0,7,0,2,2,1,2,0,0,0,3,3,0,tcp,-,FIN,0
9e-06,2,0,228,0,111111.1072,254,0,101333328.0,0.0,0,0,0.009,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,114,0,0,0,5,2,2,2,1,5,0,0,0,3,5,0,udp,-,INT,0
0.004244,22,14,1470,1728,8246.936492,31,29,2646559.75,3025447.5,5,4,0.223368,0.274769,13.035567,0.37109,255,4232385991,2087238265,255,0.000688,0.00055,0.000138,67,123,0,0,4,0,1,1,1,1,0,0,0,4,1,0,tcp,-,FIN,0
1.651422,10,8,546,354,10.294158,254,252,2383.400391,1501.736084,2,1,183.477444,223.205141,11632.39692,326.161094,255,1058306325,3626240626,255,0.24702,0.08898,0.15804,55,44,0,0,2,1,1,1,1,2,0,0,0,1,2,0,tcp,-,FIN,0
1.129856,14,18,1684,10168,27.437125,31,29,11073.97754,68001.58594,3,5,86.885921,66.434235,8833.922411,7735.745977,255,1649820969,3796237599,255,0.000599,0.000471,0.000128,120,565,1,3924,1,0,5,1,1,3,0,0,1,3,2,0,tcp,http,FIN,0
0.001041,2,2,146,178,2881.844351,31,29,560999.0625,683957.75,0,0,0.003,0.007,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,6,1,1,1,0,0,0,2,4,0,udp,dns,CON,0
1.12824,32,12,26234,642,38.112459,254,252,180209.8906,4176.416504,13,3,34.805644,93.129727,2499.867706,129.086781,255,321249184,1432682620,255,0.186557,0.10381,0.082747,820,54,0,0,4,1,1,1,1,3,0,0,0,2,3,0,tcp,-,FIN,0
8e-06,2,0,1066,0,125000.0003,254,0,533000000.0,0.0,0,0,0.008,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,533,0,0,0,16,2,6,6,1,16,0,0,0,6,16,0,udp,-,INT,0
0.950151,12,12,576,682,24.206678,254,252,4445.608887,5270.741211,3,4,86.281818,74.063633,4378.207772,92.194625,255,4047538555,1697760007,255,0.173557,0.135441,0.038116,48,57,0,0,2,1,1,1,1,2,0,0,0,1,2,0,tcp,ftp,FIN,0
6.719285,10,0,450,0,1.339428,254,0,482.194153,0.0,9,0,746.58725,0.0,1055.369375,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,29,6,24,2,2,27,0,0,0,24,27,0,tcp,-,REQ,0
0.342217,10,6,642,268,43.831838,254,252,13511.89453,5236.443359,2,1,38.024111,52.437801,1945.528368,89.141742,255,1398765783,3471873763,255,0.119001,0.06336,0.055641,64,45,0,0,12,1,2,2,1,12,0,0,0,2,12,0,tcp,-,FIN,0
0.531742,54,40,37938,3276,174.896856,31,29,560211.5625,48068.42578,19,8,10.026358,13.621795,992.457058,34.431535,255,2274946742,131204037,255,0.000615,0.000488,0.000127,703,82,0,0,3,0,2,1,1,2,0,0,0,3,1,0,tcp,smtp,FIN,0
1.005599,12,18,1580,10168,28.838532,31,29,11527.45703,76404.21094,3,5,91.387638,59.122238,9530.168802,7674.554477,255,772787622,2923428429,255,0.000642,0.000518,0.000124,132,565,1,3924,3,0,1,1,1,1,0,0,1,2,3,0,tcp,http,FIN,0
0.001069,2,2,146,178,2806.361109,31,29,546304.9375,666043.0625,0,0,0.009,0.006,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,4,0,3,1,1,2,0,0,0,3,2,0,udp,dns,CON,0
0.017513,38,42,2438,19370,4510.934869,31,29,1084451.625,8637698.0,7,13,0.464892,0.400829,32.573298,28.948266,255,2891737121,784431759,255,0.00122,0.001076,0.000144,64,461,0,0,9,0,1,1,1,2,0,0,0,2,2,0,tcp,-,FIN,0
12.30845,4,0,180,0,0.243735,254,0,87.744598,0.0,3,0,4102.81675,0.0,5802.249,0.0,255,0,0,0,0.0,0.0,0.0,45,0,0,0,12,6,10,2,2,9,0,0,0,10,9,0,tcp,-,REQ,0
0.356969,14,6,8928,320,53.225911,31,29,185808.8594,5983.712891,4,1,27.459153,71.246797,2210.184611,87.997219,255,1755903712,1245458850,255,0.000627,0.000495,0.000132,638,53,0,0,1,0,7,1,1,2,0,0,0,3,3,0,tcp,ftp-data,FIN,0
0.645394,10,6,534,268,23.241616,254,252,5962.249023,2776.598389,2,1,66.706222,108.854203,3513.937068,173.031344,255,341781546,3014394010,255,0.156403,0.101115,0.055288,53,45,0,0,6,1,1,1,1,3,0,0,0,2,3,0,tcp,-,FIN,0
0.001054,2,2,146,178,2846.299829,31,29,554079.6875,675521.8125,0,0,0.006,0.005,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,1,0,2,1,1,1,0,0,0,2,2,0,udp,dns,CON,0
0.145878,84,86,4862,75600,1158.502294,31,29,263507.8438,4097725.5,7,36,1.774915,1.710659,0.0,92.49359,255,3459497413,3461577570,255,0.000587,0.000469,0.000118,58,879,0,0,10,0,5,1,1,3,0,0,0,3,9,0,tcp,-,FIN,0
0.713228,10,6,2516,268,21.031143,254,252,25405.62109,2512.520508,2,1,79.247556,130.709398,4472.69669,232.293328,255,3728492145,3301814565,255,0.137189,0.058666,0.078523,252,45,0,0,7,1,1,1,1,4,0,0,0,1,5,0,tcp,-,FIN,0
0.012968,16,18,1540,1644,2544.725473,31,29,890808.125,958050.5625,4,4,0.844067,0.735882,58.415609,1.346267,255,3411084080,3421530257,255,0.000572,0.000456,0.000116,96,91,0,0,14,0,6,6,1,6,0,0,0,9,10,0,tcp,-,FIN,0
0.001027,2,2,146,178,2921.129446,31,29,568646.5625,693281.375,0,0,0.01,0.001,0.0,0.0,0,0,0,0,0.0,0.0,0.0,73,89,0,0,2,0,1,1,1,1,0,0,0,4,3,0,udp,dns,CON,0
0.023344,52,42,37152,3380,3983.892941,31,29,12487320.0,1130911.5,18,8,0.450726,0.556902,23.625909,1.090582,255,388249725,389259516,255,0.000654,0.000506,0.000148,714,80,0,0,2,0,3,1,1,1,0,0,0,2,1,0,tcp,smtp,FIN,0
0.067717,48,50,2958,32642,1432.432016,31,29,342247.875,3779257.75,7,18,1.46537,1.371898,81.731518,79.461248,255,1280278692,3494501450,255,0.000626,0.000489,0.000137,62,653,0,0,5,0,1,1,1,3,0,0,0,2,6,0,tcp,-,FIN,0
0.880762,52,54,2934,3740,119.214955,31,29,26141.00195,33343.85547,11,15,17.263332,16.60783,1419.505355,52.790402,255,2757527967,2762768536,255,0.000704,0.000544,0.00016,56,69,0,0,1,0,7,1,1,7,1,1,0,5,1,0,tcp,ftp,FIN,0
0.080941,74,74,4342,63878,1816.137701,31,29,423419.5313,6228240.5,7,30,1.104041,1.101,74.461526,2.063246,255,4275312107,4275629116,255,0.000703,0.000566,0.000137,59,863,0,0,14,0,3,1,1,1,0,0,0,1,7,0,tcp,-,FIN,0
